gregobase_id	Hudelmaier code
16929	CONPN1R2
16935	CONPN1R3
16936	CONPN2R1
16928	CONPN2R2
16937	CONPN2R3
16927	CONPN3R1
16409	CONPN3R2
16938	MUVXIa
16939	MUVXIb
16940	MUVXIc
16941	MUVXId
16942	MUNXIa
16943	MUNXIb
16944	MUVMHa
16945	MUVMHb
16946	MUXXN1A1
16947	MUVXN1A2
16948	MUNXN1A2
16949	MUXXN1A3
16955	MUXMN1R1
16956	MUXNN1R1
16957	MUXXN1R2
16958	MUXXN1R3
16950	MUXXN2A1
14130	MUXXN2A2
16951	MUXXN2A3
16959	MUXXN2R1
16960	MUXXN2R2
16961	MUVXN2R3
16962	MUNXN2R3
16952	MUXXN3A1
16953	MUXXN3A2
16954	MUXXN3A3
16963	MUVXN3R1
16964	MUNXN3R1
16410	MUVXN3R2
16965	MUNXN3R2
16427	CDEDI
16977	CDEDH
16428	CDEDN1A1
16429	CDEDN1A2
16430	CDEDN1A3
16431	CDEDN1R1
16432	CDEDN1R2
16433	CDEDN1R3
16434	CDEDN2A1
16435	CDEDN2A2
16436	CDEDN2A3
16437	CDEDN2R1
16438	CDEDN2R2
16439	CDEDN2R3
16441	CDEDN3A1
16442	CDEDN3A2
16443	CDEDN3A3
16445	CDEDN3R1
16978	CDEDN3R2
17042	CBMVI
17043	CBMVH
14126	CBMVN1A1
14127	CBMVN1A2
14128	CBMVN1A3
14156	CBMVN1R1
17060	CBMVN1R2
14157	CBMVN1R3
14129	CBMVN2A1
14130	CBMVN2A2
14131	CBMVN2A3
17061	CBMVN2R1
17062	CBMVN2R2
17063	CBMVN2R3
14132	CBMVN3A1
14133	CBMVN3A2
14142	CBMVN3A3a
14134	CBMVN3A3b
14155	CBMVN3R1
17066	CBMVN3R2
17067	CSMSI
14248	OPBMR1
16452	OPBMR2
17069	OPBMR3
17070	MRTPN2R2
17071	MRTPN2R3
	ODEFIa
17080	ODEFIb
17081	ODEFIP
17082	ODEFN1A1
17083	ODEFN1A2
17084	ODEFN1A3
17091	ODEFN1R1
17092	ODEFN1R2
17093	ODEFN1R3
17085	ODEFN2A1
17086	ODEFN2A2
17087	ODEFN2A3
17094	ODEFN2R1
17095	ODEFN2R2
17096	ODEFN2R3
17088	ODEFN3A1
17089	ODEFN3A2
17090	ODEFN3A3
17097	ODEFN3R1
17098	ODEFN3R2
17099	ODEFN3R3a
17100	ODEFN3R3b
17584	0501I
17585	0501H
	0501N1A
	0501N1R1
	0501N1R2
	0501N1R3
	0501N2A
	0501N2R1
	0501N2R2
	0501N2R3
	0501N3A
	0501N3R1
	0501N3R2
17586	0531I
17587	0531H
	0531N1R2
	0531N1R3
	0531N2R1
	0531N2R2
17588	0531N2R3
	0531N3R2
15777	0815H
	1228N3A2
